Season,Half,Conference,Division,Team_ID,Team_Name,Playoffs,GP,W,L,OL,T,PTS,PTS_Pct,GF,GA,SRS,SOS,RPt_Pct,ROW,RW,RgRec,RgPt_Pct
2010,NA,Western,Northwest,EDM,Edmonton Oilers,FALSE,82,27,47,8,NA,62,0.378,214,284,-0.76,0.09,0.317,19,NA,18-47-17,0.323
2010,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,51,20,11,NA,113,0.689,264,215,0.65,0.05,0.616,44,NA,43-20-19,0.64
2010,NA,Western,Pacific,PHX,Phoenix Coyotes,TRUE,82,50,25,7,NA,107,0.652,225,202,0.34,0.06,0.561,36,NA,31-25-26,0.537
2010,NA,Western,Pacific,LAK,Los Angeles Kings,TRUE,82,46,27,9,NA,101,0.616,241,219,0.32,0.05,0.549,36,NA,32-27-23,0.53
2010,NA,Western,Pacific,ANA,Anaheim Ducks,FALSE,82,39,32,11,NA,89,0.543,238,251,-0.07,0.09,0.494,34,NA,31-32-19,0.494
2010,NA,Western,Pacific,DAL,Dallas Stars,FALSE,82,37,31,14,NA,88,0.537,237,254,-0.12,0.09,0.47,30,NA,28-31-23,0.482
2011,NA,Eastern,Atlantic,PHI,Philadelphia Flyers,TRUE,82,47,23,12,NA,106,0.646,259,223,0.4,-0.04,0.598,44,NA,41-23-18,0.61
2011,NA,Eastern,Atlantic,PIT,Pittsburgh Penguins,TRUE,82,49,25,8,NA,106,0.646,238,199,0.43,-0.05,0.555,39,NA,34-25-23,0.555
2011,NA,Eastern,Atlantic,NYR,New York Rangers,TRUE,82,44,33,5,NA,93,0.567,233,198,0.37,-0.06,0.5,35,NA,32-33-17,0.494
2011,NA,Eastern,Atlantic,NJD,New Jersey Devils,FALSE,82,38,39,5,NA,81,0.494,174,209,-0.41,0.02,0.457,35,NA,28-39-15,0.433
2011,NA,Eastern,Atlantic,NYI,New York Islanders,FALSE,82,30,39,13,NA,73,0.445,229,264,-0.42,0.01,0.378,26,NA,19-39-24,0.378
2011,NA,Eastern,Northeast,BOS,Boston Bruins,TRUE,82,46,25,11,NA,103,0.628,246,195,0.56,-0.07,0.585,44,NA,43-25-14,0.61
2011,NA,Eastern,Northeast,MTL,Montreal Canadiens,TRUE,82,44,30,8,NA,96,0.585,216,209,0.05,-0.04,0.537,41,NA,36-30-16,0.537
2011,NA,Eastern,Northeast,BUF,Buffalo Sabres,TRUE,82,43,29,10,NA,96,0.585,245,229,0.15,-0.04,0.5,38,NA,28-29-25,0.494
2011,NA,Eastern,Northeast,TOR,Toronto Maple Leafs,FALSE,82,37,34,11,NA,85,0.518,218,251,-0.41,0,0.457,32,NA,30-34-18,0.476
2011,NA,Eastern,Northeast,OTT,Ottawa Senators,FALSE,82,32,40,10,NA,74,0.451,192,250,-0.69,0.02,0.409,30,NA,28-40-14,0.427
2011,NA,Eastern,Southeast,WSH,Washington Capitals,TRUE,82,48,23,11,NA,107,0.652,224,197,0.27,-0.06,0.591,43,NA,34-23-25,0.567
2011,NA,Eastern,Southeast,TBL,Tampa Bay Lightning,TRUE,82,46,25,11,NA,103,0.628,247,240,0.04,-0.05,0.561,40,NA,32-25-25,0.543
2011,NA,Eastern,Southeast,CAR,Carolina Hurricanes,FALSE,82,40,31,11,NA,91,0.555,236,239,-0.08,-0.04,0.488,35,NA,29-31-22,0.488
2011,NA,Eastern,Southeast,ATL,Atlanta Thrashers,FALSE,82,34,36,12,NA,80,0.488,223,269,-0.57,-0.01,0.427,29,NA,19-36-27,0.396
2011,NA,Eastern,Southeast,FLA,Florida Panthers,FALSE,82,30,40,12,NA,72,0.439,195,229,-0.43,-0.01,0.384,26,NA,20-40-22,0.378
2011,NA,Western,Central,DET,Detroit Red Wings,TRUE,82,47,25,10,NA,104,0.634,261,241,0.27,0.03,0.573,43,NA,34-25-23,0.555
2011,NA,Western,Central,NSH,Nashville Predators,TRUE,82,44,27,11,NA,99,0.604,219,194,0.31,0.01,0.524,38,NA,36-27-19,0.555
2011,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,82,44,29,9,NA,97,0.591,258,225,0.41,0.01,0.53,38,NA,34-29-19,0.53
2011,NA,Western,Central,STL,St. Louis Blues,FALSE,82,38,33,11,NA,87,0.53,240,234,0.11,0.04,0.476,34,NA,31-33-18,0.488
2011,NA,Western,Central,CBJ,Columbus Blue Jackets,FALSE,82,34,35,13,NA,81,0.494,215,258,-0.45,0.08,0.433,29,NA,24-35-23,0.433
2011,NA,Western,Northwest,VAN,Vancouver Canucks,TRUE,82,54,19,9,NA,117,0.713,262,185,0.87,-0.07,0.665,50,NA,46-19-17,0.665
2011,NA,Western,Northwest,CGY,Calgary Flames,FALSE,82,41,29,12,NA,94,0.573,250,237,0.14,-0.02,0.488,32,NA,30-29-23,0.506
2011,NA,Western,Northwest,MIN,Minnesota Wild,FALSE,82,39,35,8,NA,86,0.524,206,233,-0.3,0.03,0.488,36,NA,31-35-16,0.476
2011,NA,Western,Northwest,COL,Colorado Avalanche,FALSE,82,30,44,8,NA,68,0.415,227,288,-0.7,0.05,0.335,24,NA,18-44-20,0.341
2011,NA,Western,Northwest,EDM,Edmonton Oilers,FALSE,82,25,45,12,NA,62,0.378,193,269,-0.87,0.06,0.348,23,NA,21-45-16,0.354
2011,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,48,25,9,NA,105,0.64,248,213,0.44,0.02,0.585,43,NA,38-25-19,0.579
2011,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,47,30,5,NA,99,0.604,239,235,0.09,0.05,0.561,43,NA,34-30-18,0.524
2011,NA,Western,Pacific,PHX,Phoenix Coyotes,TRUE,82,43,26,13,NA,99,0.604,231,226,0.11,0.05,0.53,38,NA,36-26-20,0.561
2011,NA,Western,Pacific,LAK,Los Angeles Kings,TRUE,82,46,30,6,NA,98,0.598,219,198,0.29,0.03,0.512,36,NA,35-30-17,0.53
2011,NA,Western,Pacific,DAL,Dallas Stars,FALSE,82,42,29,11,NA,95,0.579,227,233,-0.02,0.05,0.524,37,NA,32-29-21,0.518
2012,NA,Eastern,Atlantic,NYR,New York Rangers,TRUE,82,51,24,7,NA,109,0.665,226,187,0.46,-0.02,0.628,47,NA,39-24-19,0.591
2012,NA,Eastern,Atlantic,PIT,Pittsburgh Penguins,TRUE,82,51,25,6,NA,108,0.659,282,221,0.71,-0.03,0.585,42,NA,40-25-17,0.591
2012,NA,Eastern,Atlantic,PHI,Philadelphia Flyers,TRUE,82,47,26,9,NA,103,0.628,264,232,0.39,0,0.591,43,NA,37-26-19,0.567
2012,NA,Eastern,Atlantic,NJD,New Jersey Devils,TRUE,82,48,28,6,NA,102,0.622,228,209,0.23,0,0.537,36,NA,32-28-22,0.524
2012,NA,Eastern,Atlantic,NYI,New York Islanders,FALSE,82,34,37,11,NA,79,0.482,203,255,-0.58,0.05,0.396,27,NA,24-37-21,0.421
2012,NA,Eastern,Northeast,BOS,Boston Bruins,TRUE,82,49,29,4,NA,102,0.622,269,202,0.75,-0.07,0.561,40,NA,38-29-15,0.555
2012,NA,Eastern,Northeast,OTT,Ottawa Senators,TRUE,82,41,31,10,NA,92,0.561,249,240,0.09,-0.02,0.488,35,NA,30-31-21,0.494
2012,NA,Eastern,Northeast,BUF,Buffalo Sabres,FALSE,82,39,32,11,NA,89,0.543,218,230,-0.15,0,0.476,32,NA,27-32-23,0.47
2012,NA,Eastern,Northeast,TOR,Toronto Maple Leafs,FALSE,82,35,37,10,NA,80,0.488,231,264,-0.38,0.02,0.433,31,NA,26-37-19,0.433
2012,NA,Eastern,Northeast,MTL,Montreal Canadiens,FALSE,82,31,35,16,NA,78,0.476,212,226,-0.17,0,0.421,26,NA,24-35-23,0.433
2012,NA,Eastern,Southeast,FLA,Florida Panthers,TRUE,82,38,26,18,NA,94,0.573,203,227,-0.33,-0.03,0.494,32,NA,31-26-25,0.53
2012,NA,Eastern,Southeast,WSH,Washington Capitals,TRUE,82,42,32,8,NA,92,0.561,222,230,-0.13,-0.03,0.512,38,NA,31-32-19,0.494
2012,NA,Eastern,Southeast,TBL,Tampa Bay Lightning,FALSE,82,38,36,8,NA,84,0.512,235,281,-0.57,-0.01,0.463,35,NA,25-36-21,0.433
2012,NA,Eastern,Southeast,WPG,Winnipeg Jets,FALSE,82,37,35,10,NA,84,0.512,225,246,-0.3,-0.04,0.451,33,NA,27-35-20,0.451
2012,NA,Eastern,Southeast,CAR,Carolina Hurricanes,FALSE,82,33,33,16,NA,82,0.5,213,243,-0.39,-0.02,0.433,32,NA,29-33-20,0.476
2012,NA,Western,Central,STL,St. Louis Blues,TRUE,82,49,22,11,NA,109,0.665,210,165,0.54,-0.01,0.634,45,NA,42-22-18,0.622
2012,NA,Western,Central,NSH,Nashville Predators,TRUE,82,48,26,8,NA,104,0.634,237,210,0.34,0.01,0.585,43,NA,40-26-16,0.585
2012,NA,Western,Central,DET,Detroit Red Wings,TRUE,82,48,28,6,NA,102,0.622,248,203,0.55,0,0.549,39,NA,36-28-18,0.549
2012,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,82,45,26,11,NA,101,0.616,248,238,0.14,0.02,0.549,38,NA,34-26-22,0.549
2012,NA,Western,Central,CBJ,Columbus Blue Jackets,FALSE,82,29,46,7,NA,65,0.396,202,262,-0.65,0.08,0.36,25,NA,23-46-13,0.36
2012,NA,Western,Northwest,VAN,Vancouver Canucks,TRUE,82,51,22,9,NA,111,0.677,249,198,0.57,-0.05,0.616,43,NA,36-22-24,0.585
2012,NA,Western,Northwest,CGY,Calgary Flames,FALSE,82,37,29,16,NA,90,0.549,202,226,-0.28,0.01,0.488,34,NA,32-29-21,0.518
2012,NA,Western,Northwest,COL,Colorado Avalanche,FALSE,82,41,35,6,NA,88,0.537,208,220,-0.13,0.01,0.457,32,NA,25-35-22,0.439
2012,NA,Western,Northwest,MIN,Minnesota Wild,FALSE,82,35,36,11,NA,81,0.494,177,226,-0.58,0.02,0.415,24,NA,22-36-24,0.415
2012,NA,Western,Northwest,EDM,Edmonton Oilers,FALSE,82,32,40,10,NA,74,0.451,212,239,-0.32,0.01,0.402,27,NA,25-40-17,0.409
2012,NA,Western,Pacific,PHX,Phoenix Coyotes,TRUE,82,42,27,13,NA,97,0.591,216,204,0.16,0.01,0.537,36,NA,33-27-22,0.537
2012,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,43,29,10,NA,96,0.585,228,210,0.22,0,0.5,34,NA,31-29-22,0.512
2012,NA,Western,Pacific,LAK,Los Angeles Kings,TRUE,82,40,27,15,NA,95,0.579,194,179,0.19,0.01,0.506,34,NA,31-27-24,0.524
2012,NA,Western,Pacific,DAL,Dallas Stars,FALSE,82,42,35,5,NA,89,0.543,211,222,-0.1,0.03,0.494,35,NA,31-35-16,0.476
2012,NA,Western,Pacific,ANA,Anaheim Ducks,FALSE,82,34,36,12,NA,80,0.488,204,231,-0.29,0.04,0.439,31,NA,29-36-17,0.457
2013,NA,Eastern,Atlantic,PIT,Pittsburgh Penguins,TRUE,48,36,12,0,NA,72,0.75,165,119,0.91,-0.05,0.719,33,NA,31-12-5,0.698
2013,NA,Eastern,Atlantic,NYR,New York Rangers,TRUE,48,26,18,4,NA,56,0.583,130,112,0.38,0,0.542,22,NA,18-18-12,0.5
2013,NA,Eastern,Atlantic,NYI,New York Islanders,TRUE,48,24,17,7,NA,55,0.573,139,139,0.03,0.03,0.49,20,NA,18-17-13,0.51
2013,NA,Eastern,Atlantic,PHI,Philadelphia Flyers,FALSE,48,23,22,3,NA,49,0.51,133,141,-0.14,0.03,0.49,22,NA,20-22-6,0.479
2013,NA,Eastern,Atlantic,NJD,New Jersey Devils,FALSE,48,19,19,10,NA,48,0.5,112,129,-0.31,0.04,0.448,17,NA,16-19-13,0.469
2013,NA,Eastern,Northeast,MTL,Montreal Canadiens,TRUE,48,29,14,5,NA,63,0.656,149,126,0.46,-0.02,0.594,26,NA,24-14-10,0.604
2013,NA,Eastern,Northeast,BOS,Boston Bruins,TRUE,48,28,14,6,NA,62,0.646,131,109,0.44,-0.02,0.573,24,NA,23-14-11,0.594
2013,NA,Eastern,Northeast,TOR,Toronto Maple Leafs,TRUE,48,26,17,5,NA,57,0.594,145,133,0.27,0.02,0.594,26,NA,24-17-7,0.573
2013,NA,Eastern,Northeast,OTT,Ottawa Senators,TRUE,48,25,17,6,NA,56,0.583,116,104,0.27,0.02,0.521,21,NA,19-17-12,0.521
2013,NA,Eastern,Northeast,BUF,Buffalo Sabres,FALSE,48,21,21,6,NA,48,0.5,125,143,-0.31,0.07,0.406,14,NA,13-21-14,0.417
2013,NA,Eastern,Southeast,WSH,Washington Capitals,TRUE,48,27,18,3,NA,57,0.594,149,130,0.31,-0.09,0.531,24,NA,20-18-10,0.521
2013,NA,Eastern,Southeast,WPG,Winnipeg Jets,FALSE,48,24,21,3,NA,51,0.531,128,144,-0.36,-0.03,0.51,22,NA,18-21-9,0.469
2013,NA,Eastern,Southeast,CAR,Carolina Hurricanes,FALSE,48,19,25,4,NA,42,0.438,128,160,-0.65,0.02,0.396,18,NA,17-25-6,0.417
2013,NA,Eastern,Southeast,TBL,Tampa Bay Lightning,FALSE,48,18,26,4,NA,40,0.417,148,150,-0.11,-0.07,0.396,17,NA,16-26-6,0.396
2013,NA,Eastern,Southeast,FLA,Florida Panthers,FALSE,48,15,27,6,NA,36,0.375,112,171,-1.18,0.05,0.292,12,NA,11/27/10,0.333
2013,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,48,36,7,5,NA,77,0.802,155,102,1.04,-0.07,0.74,30,NA,25-7-16,0.688
2013,NA,Western,Central,STL,St. Louis Blues,TRUE,48,29,17,2,NA,60,0.625,129,115,0.31,0.02,0.563,24,NA,20-17-11,0.531
2013,NA,Western,Central,DET,Detroit Red Wings,TRUE,48,24,16,8,NA,56,0.583,124,115,0.2,0.01,0.531,22,NA,20-16-12,0.542
2013,NA,Western,Central,CBJ,Columbus Blue Jackets,FALSE,48,24,17,7,NA,55,0.573,120,119,0.03,0.01,0.49,19,NA,14-17-17,0.469
2013,NA,Western,Central,NSH,Nashville Predators,FALSE,48,16,23,9,NA,41,0.427,111,139,-0.5,0.09,0.375,14,NA,11/23/14,0.375
2013,NA,Western,Northwest,VAN,Vancouver Canucks,TRUE,48,26,15,7,NA,59,0.615,127,121,0.07,-0.06,0.552,21,NA,20-15-13,0.552
2013,NA,Western,Northwest,MIN,Minnesota Wild,TRUE,48,26,19,3,NA,55,0.573,122,127,-0.16,-0.05,0.521,22,NA,19-19-10,0.5
2013,NA,Western,Northwest,EDM,Edmonton Oilers,FALSE,48,19,22,7,NA,45,0.469,125,134,-0.22,-0.03,0.406,17,NA,15-22-11,0.427
2013,NA,Western,Northwest,CGY,Calgary Flames,FALSE,48,19,25,4,NA,42,0.438,128,160,-0.65,0.02,0.427,19,NA,17-25-6,0.417
2013,NA,Western,Northwest,COL,Colorado Avalanche,FALSE,48,16,25,7,NA,39,0.406,116,152,-0.73,0.02,0.333,14,NA,11/25/12,0.354
2013,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,48,30,12,6,NA,66,0.688,140,118,0.43,-0.02,0.594,24,NA,23-12-13,0.615
2013,NA,Western,Pacific,LAK,Los Angeles Kings,TRUE,48,27,16,5,NA,59,0.615,133,118,0.29,-0.02,0.583,25,NA,24-16-8,0.583
2013,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,48,25,16,7,NA,57,0.594,124,116,0.17,0.01,0.479,17,NA,17-16-15,0.51
2013,NA,Western,Pacific,PHX,Phoenix Coyotes,FALSE,48,21,18,9,NA,51,0.531,125,131,-0.1,0.03,0.458,17,NA,16-18-14,0.479
2013,NA,Western,Pacific,DAL,Dallas Stars,FALSE,48,22,22,4,NA,48,0.5,130,142,-0.21,0.05,0.448,20,NA,18-22-8,0.458
2014,NA,Eastern,Atlantic,BOS,Boston Bruins,TRUE,82,54,19,9,NA,117,0.713,261,177,0.92,-0.11,0.677,51,NA,47-19-16,0.671
2014,NA,Eastern,Atlantic,TBL,Tampa Bay Lightning,TRUE,82,46,27,9,NA,101,0.616,240,215,0.25,-0.06,0.549,38,NA,32-27-23,0.53
2014,NA,Eastern,Atlantic,MTL,Montreal Canadiens,TRUE,82,46,28,8,NA,100,0.61,215,204,0.08,-0.05,0.543,40,NA,33-28-21,0.53
2014,NA,Eastern,Atlantic,DET,Detroit Red Wings,TRUE,82,39,28,15,NA,93,0.567,222,230,-0.14,-0.04,0.5,34,NA,30-28-24,0.512
2014,NA,Eastern,Atlantic,OTT,Ottawa Senators,FALSE,82,37,31,14,NA,88,0.537,236,265,-0.37,-0.02,0.451,30,NA,27-31-24,0.476
2014,NA,Eastern,Atlantic,TOR,Toronto Maple Leafs,FALSE,82,38,36,8,NA,84,0.512,231,256,-0.34,-0.04,0.433,29,NA,24-36-22,0.427
2014,NA,Eastern,Atlantic,FLA,Florida Panthers,FALSE,82,29,45,8,NA,66,0.402,196,268,-0.87,0.01,0.341,21,NA,21-45-16,0.354
2014,NA,Eastern,Atlantic,BUF,Buffalo Sabres,FALSE,82,21,51,10,NA,52,0.317,157,248,-1.09,0.02,0.244,14,NA,11-51-20,0.256
2014,NA,Eastern,Metropolitan,PIT,Pittsburgh Penguins,TRUE,82,51,24,7,NA,109,0.665,249,207,0.47,-0.04,0.598,44,NA,40-24-18,0.598
2014,NA,Eastern,Metropolitan,NYR,New York Rangers,TRUE,82,45,31,6,NA,96,0.585,218,193,0.26,-0.04,0.543,41,NA,39-31-12,0.549
2014,NA,Eastern,Metropolitan,PHI,Philadelphia Flyers,TRUE,82,42,30,10,NA,94,0.573,236,235,-0.01,-0.02,0.543,39,NA,35-30-17,0.53
2014,NA,Eastern,Metropolitan,CBJ,Columbus Blue Jackets,TRUE,82,43,32,7,NA,93,0.567,231,216,0.16,-0.03,0.506,38,NA,35-32-15,0.518
2014,NA,Eastern,Metropolitan,WSH,Washington Capitals,FALSE,82,38,30,14,NA,90,0.549,235,240,-0.08,-0.02,0.47,28,NA,24-30-28,0.463
2014,NA,Eastern,Metropolitan,NJD,New Jersey Devils,FALSE,82,35,29,18,NA,88,0.537,197,208,-0.15,-0.02,0.506,35,NA,26-29-27,0.482
2014,NA,Eastern,Metropolitan,CAR,Carolina Hurricanes,FALSE,82,36,35,11,NA,83,0.506,207,230,-0.29,-0.01,0.451,34,NA,30-35-17,0.47
2014,NA,Eastern,Metropolitan,NYI,New York Islanders,FALSE,82,34,37,11,NA,79,0.482,225,267,-0.51,0,0.396,25,NA,21-37-24,0.402
2014,NA,Western,Central,COL,Colorado Avalanche,TRUE,82,52,22,8,NA,112,0.683,250,220,0.4,0.04,0.628,47,NA,37-22-23,0.591
2014,NA,Western,Central,STL,St. Louis Blues,TRUE,82,52,23,7,NA,111,0.677,248,191,0.71,0.01,0.598,43,NA,40-23-19,0.604
2014,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,82,46,21,15,NA,107,0.652,267,220,0.6,0.02,0.573,40,NA,39-21-22,0.61
2014,NA,Western,Central,MIN,Minnesota Wild,TRUE,82,43,27,12,NA,98,0.598,207,206,0.07,0.05,0.524,35,NA,32-27-23,0.53
2014,NA,Western,Central,DAL,Dallas Stars,TRUE,82,40,31,11,NA,91,0.555,235,228,0.14,0.05,0.494,36,NA,34-31-17,0.518
2014,NA,Western,Central,NSH,Nashville Predators,FALSE,82,38,32,12,NA,88,0.537,216,242,-0.25,0.07,0.506,36,NA,33-32-17,0.506
2014,NA,Western,Central,WPG,Winnipeg Jets,FALSE,82,37,35,10,NA,84,0.512,227,237,-0.07,0.06,0.439,29,NA,24-35-23,0.433
2014,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,54,20,8,NA,116,0.707,266,209,0.68,-0.01,0.677,51,NA,44-20-18,0.646
2014,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,51,22,9,NA,111,0.677,249,200,0.6,0,0.604,41,NA,37-22-23,0.591
2014,NA,Western,Pacific,LAK,Los Angeles Kings,TRUE,82,46,28,8,NA,100,0.61,206,174,0.4,0.01,0.549,38,NA,34-28-20,0.537
2014,NA,Western,Pacific,PHX,Phoenix Coyotes,FALSE,82,37,30,15,NA,89,0.543,216,231,-0.16,0.03,0.457,31,NA,28-30-24,0.488
2014,NA,Western,Pacific,VAN,Vancouver Canucks,FALSE,82,36,35,11,NA,83,0.506,196,223,-0.3,0.03,0.451,31,NA,25-35-22,0.439
2014,NA,Western,Pacific,CGY,Calgary Flames,FALSE,82,35,40,7,NA,77,0.47,209,241,-0.35,0.04,0.402,28,NA,21-40-21,0.384
2014,NA,Western,Pacific,EDM,Edmonton Oilers,FALSE,82,29,44,9,NA,67,0.409,203,270,-0.75,0.07,0.348,25,NA,20-44-18,0.354
2015,NA,Eastern,Atlantic,MTL,Montreal Canadiens,TRUE,82,50,22,10,NA,110,0.671,221,189,0.36,-0.03,0.598,43,NA,37-22-23,0.591
2015,NA,Eastern,Atlantic,TBL,Tampa Bay Lightning,TRUE,82,50,24,8,NA,108,0.659,262,211,0.57,-0.06,0.622,47,NA,43-24-15,0.616
2015,NA,Eastern,Atlantic,DET,Detroit Red Wings,TRUE,82,43,25,14,NA,100,0.61,235,221,0.14,-0.03,0.561,39,NA,32-25-25,0.543
2015,NA,Eastern,Atlantic,OTT,Ottawa Senators,TRUE,82,43,26,13,NA,99,0.604,238,215,0.25,-0.04,0.53,37,NA,30-26-26,0.524
2015,NA,Eastern,Atlantic,BOS,Boston Bruins,FALSE,82,41,27,14,NA,96,0.585,213,211,0.01,-0.01,0.537,37,NA,28-27-27,0.506
2015,NA,Eastern,Atlantic,FLA,Florida Panthers,FALSE,82,38,29,15,NA,91,0.555,206,223,-0.23,-0.02,0.476,30,NA,29-29-24,0.5
2015,NA,Eastern,Atlantic,TOR,Toronto Maple Leafs,FALSE,82,30,44,8,NA,68,0.415,211,262,-0.61,0.02,0.366,25,NA,22-44-16,0.366
2015,NA,Eastern,Atlantic,BUF,Buffalo Sabres,FALSE,82,23,51,8,NA,54,0.329,161,274,-1.33,0.05,0.262,15,NA,14-51-17,0.274
2015,NA,Eastern,Metropolitan,NYR,New York Rangers,TRUE,82,53,22,7,NA,113,0.689,252,192,0.69,-0.04,0.652,49,NA,43-22-17,0.628
2015,NA,Eastern,Metropolitan,NYI,New York Islanders,TRUE,82,47,28,7,NA,101,0.616,252,230,0.26,-0.01,0.567,40,NA,34-28-20,0.537
2015,NA,Eastern,Metropolitan,WSH,Washington Capitals,TRUE,82,45,26,11,NA,101,0.616,242,203,0.44,-0.03,0.543,40,NA,35-26-21,0.555
2015,NA,Eastern,Metropolitan,PIT,Pittsburgh Penguins,TRUE,82,43,27,12,NA,98,0.598,221,210,0.12,-0.01,0.537,39,NA,33-27-22,0.537
2015,NA,Eastern,Metropolitan,CBJ,Columbus Blue Jackets,FALSE,82,42,35,5,NA,89,0.543,236,250,-0.16,0.01,0.47,33,NA,28-35-19,0.457
2015,NA,Eastern,Metropolitan,PHI,Philadelphia Flyers,FALSE,82,33,31,18,NA,84,0.512,215,234,-0.23,0,0.451,30,NA,25-31-26,0.463
2015,NA,Eastern,Metropolitan,NJD,New Jersey Devils,FALSE,82,32,36,14,NA,78,0.476,181,216,-0.4,0.02,0.402,27,NA,26-36-20,0.439
2015,NA,Eastern,Metropolitan,CAR,Carolina Hurricanes,FALSE,82,30,41,11,NA,71,0.433,188,226,-0.44,0.02,0.378,25,NA,24-41-17,0.396
2015,NA,Western,Central,STL,St. Louis Blues,TRUE,82,51,24,7,NA,109,0.665,248,201,0.59,0.02,0.591,42,NA,37-24-21,0.579
2015,NA,Western,Central,NSH,Nashville Predators,TRUE,82,47,25,10,NA,104,0.634,232,208,0.33,0.03,0.573,41,NA,33-25-24,0.549
2015,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,82,48,28,6,NA,102,0.622,229,189,0.51,0.02,0.549,39,NA,36-28-18,0.549
2015,NA,Western,Central,MIN,Minnesota Wild,TRUE,82,46,28,8,NA,100,0.61,231,201,0.39,0.03,0.555,42,NA,38-28-16,0.561
2015,NA,Western,Central,WPG,Winnipeg Jets,TRUE,82,43,26,13,NA,99,0.604,230,210,0.29,0.04,0.518,36,NA,32-26-24,0.537
2015,NA,Western,Central,DAL,Dallas Stars,FALSE,82,41,31,10,NA,92,0.561,261,260,0.06,0.05,0.494,37,NA,33-31-18,0.512
2015,NA,Western,Central,COL,Colorado Avalanche,FALSE,82,39,31,12,NA,90,0.549,219,227,-0.04,0.06,0.439,29,NA,27-31-24,0.476
2015,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,51,24,7,NA,109,0.665,236,226,0.1,-0.03,0.604,43,NA,35-24-23,0.567
2015,NA,Western,Pacific,VAN,Vancouver Canucks,TRUE,82,48,29,5,NA,101,0.616,242,222,0.2,-0.05,0.561,42,NA,36-29-17,0.543
2015,NA,Western,Pacific,CGY,Calgary Flames,TRUE,82,45,30,7,NA,97,0.591,241,216,0.26,-0.05,0.543,41,NA,32-30-20,0.512
2015,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,82,40,27,15,NA,95,0.579,220,205,0.16,-0.03,0.524,38,NA,37-27-18,0.561
2015,NA,Western,Pacific,SJS,San Jose Sharks,FALSE,82,40,33,9,NA,89,0.543,228,232,-0.08,-0.03,0.5,36,NA,34-33-15,0.506
2015,NA,Western,Pacific,EDM,Edmonton Oilers,FALSE,82,24,44,14,NA,62,0.378,198,283,-1.01,0.03,0.305,19,NA,17-44-21,0.335
2015,NA,Western,Pacific,ARI,Arizona Coyotes,FALSE,82,24,50,8,NA,56,0.341,170,272,-1.2,0.04,0.293,19,NA,14-50-18,0.28
2016,NA,Eastern,Atlantic,FLA,Florida Panthers,TRUE,82,47,26,9,NA,103,0.628,239,203,0.42,-0.02,0.549,40,NA,39-26-17,0.579
2016,NA,Eastern,Atlantic,TBL,Tampa Bay Lightning,TRUE,82,46,31,5,NA,97,0.591,227,201,0.3,-0.02,0.561,43,NA,36-31-15,0.53
2016,NA,Eastern,Atlantic,DET,Detroit Red Wings,TRUE,82,41,30,11,NA,93,0.567,211,224,-0.16,0,0.518,39,NA,30-30-22,0.5
2016,NA,Eastern,Atlantic,BOS,Boston Bruins,FALSE,82,42,31,9,NA,93,0.567,240,230,0.11,-0.02,0.5,38,NA,33-31-18,0.512
2016,NA,Eastern,Atlantic,OTT,Ottawa Senators,FALSE,82,38,35,9,NA,85,0.518,236,247,-0.13,0.01,0.463,32,NA,26-35-21,0.445
2016,NA,Eastern,Atlantic,MTL,Montreal Canadiens,FALSE,82,38,38,6,NA,82,0.5,221,236,-0.18,0,0.451,33,NA,30-38-14,0.451
2016,NA,Eastern,Atlantic,BUF,Buffalo Sabres,FALSE,82,35,36,11,NA,81,0.494,201,222,-0.25,0.01,0.457,33,NA,29-36-17,0.457
2016,NA,Eastern,Atlantic,TOR,Toronto Maple Leafs,FALSE,82,29,42,11,NA,69,0.421,198,246,-0.56,0.03,0.354,23,NA,20-42-20,0.366
2016,NA,Eastern,Metropolitan,WSH,Washington Capitals,TRUE,82,56,18,8,NA,120,0.732,252,193,0.7,-0.02,0.671,52,NA,45-18-19,0.665
2016,NA,Eastern,Metropolitan,PIT,Pittsburgh Penguins,TRUE,82,48,26,8,NA,104,0.634,245,203,0.5,-0.01,0.585,44,NA,38-26-18,0.573
2016,NA,Eastern,Metropolitan,NYR,New York Rangers,TRUE,82,46,27,9,NA,101,0.616,236,217,0.24,0.01,0.555,43,NA,39-27-16,0.573
2016,NA,Eastern,Metropolitan,NYI,New York Islanders,TRUE,82,45,27,10,NA,100,0.61,232,216,0.19,0,0.549,40,NA,34-27-21,0.543
